bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15
0.6707828122599653,-0.47532356601127823,-0.23930412330780332,1.5044223833852102,0.008772602867075173,-0.08731246772494043,-0.3146867434947933,0.9250601221813805,-0.5551804721748743,0.0831703453800924,-0.6653207972203564,-1.5759135593460782,0.7233542762721277,-0.3494928096847293,1.0723312322151604
-0.42261115517718995,0.17469156699559796,-0.23930412330780332,-0.29659199412072507,0.9283833861742651,-0.08731246772494043,-0.3146867434947933,0.9250601221813805,-0.5551804721748743,0.0831703453800924,-0.6653207972203564,0.04886170982187493,1.387281090851619,-0.49581131064139067,-0.3073397601095686
-0.42261115517718995,0.17469156699559796,-0.11884117018416086,-0.11766596141337247,0.9283833861742651,-0.08731246772494043,-0.3146867434947933,-0.6008122443033708,0.29851130092154343,0.21663242846998584,-0.6653207972203564,0.6482790285699211,1.0731651785773837,0.13335824347225347,-0.1074504790515009
0.6707828122599653,0.17469156699559796,0.6258389036710834,-0.32744637650579983,0.9283833861742651,-0.08731246772494043,-0.3146867434947933,-0.6008122443033708,-0.5551804721748743,0.3622274282044151,0.6325567090452676,0.5242616522772527,-0.9471712571858464,-0.11538320815407097,-0.36286245918113785
0.6707828122599653,0.8247067000024743,2.235662004505214,-0.1687666956682725,0.9283833861742651,-0.08731246772494043,0.9523963031597387,-0.6008122443033708,1.1522030740179612,1.636183675880671,1.6059648387444854,1.1568979111036484,-0.497414382793389,1.2161151505515482,-0.15862364788244995
0.6707828122599653,0.4996991334990361,0.2534988667434612,-0.22612646177843054,0.9283833861742651,-0.08731246772494043,-0.3146867434947933,-0.6008122443033708,0.29851130092154343,0.629151594384202,-0.6653207972203564,-1.321235018744998,0.05228846368647267,-0.1885424586324017,-0.25423766917190976
-0.42261115517718995,-0.15031599950784016,-0.42547414177161436,-0.08501908633735528,-0.9108381804401147,-0.08731246772494043,-0.3146867434947933,0.9250601221813805,0.29851130092154343,-0.12308923757701568,-0.6653207972203564,-0.5476028142524902,3.0363896302909,-0.33486095958906315,-0.016412920015215396
0.6707828122599653,1.4747218330093503,0.9981789405987054,-0.30981530085718567,0.9283833861742651,-0.08731246772494043,-0.3146867434947933,-0.6008122443033708,1.1522030740179612,0.4471578447161655,1.258319078137622,0.553051400345159,-0.5188313768120824,1.4502247520822065,-0.29478285541490856
-1.516005122614345,-1.4503462655215926,-1.4001289443174487,-0.2054099478913089,-0.9108381804401147,-0.08731246772494043,-0.3146867434947933,0.9250601221813805,-1.4088722452712918,-1.2029188189406992,-0.6653207972203564,-0.5416972249052328,-0.8043912970612583,-1.7248867186773469,-0.20673323454391865
1.7641767796971206,3.0997596655265407,3.046049143700627,-0.10458958030731698,0.9283833861742651,11.453118048962835,4.753645443123334,-0.6008122443033708,2.0058948471143787,2.1336332583066375,2.370785512079585,0.25112814496591435,0.7233542762721277,2.1671854067698475,0.2146795127690407
-1.516005122614345,-0.47532356601127823,-0.6116441602354254,-0.26926382686537315,-0.9108381804401147,-0.08731246772494043,-0.3146867434947933,-0.6008122443033708,0.29851130092154343,-0.32934882053412373,-0.6653207972203564,1.1724000831402255,1.3444471028142326,-0.934766813511375,-0.31910240276028934
0.6707828122599653,1.7997293995127885,4.134596192836087,-0.09924148736057069,0.9283833861742651,-0.08731246772494043,0.9523963031597387,-0.6008122443033708,2.8595866202107967,4.929057253207679,-0.6653207972203564,-1.7050983263176231,-1.0899512173105361,2.0837838612245507,-0.06913679093195076
0.6707828122599653,-0.15031599950784016,-0.009329394617213193,-0.22753694783031966,-0.9108381804401147,-0.08731246772494043,-0.3146867434947933,-0.6008122443033708,-0.5551804721748743,-0.74186798644834,1.3973773823803672,-1.977493634960528,0.10226144973002269,-0.14464690834540328,-0.14591545517942048
